[18:30:00] 🐋 WHALE SELL: 99.68 ETH @ $2063.0
[18:30:11] 🐋 WHALE SELL: 71.02 ETH @ $2063.29
[18:30:16] 🐋 WHALE SELL: 76.13 ETH @ $2062.0
[18:32:14] 🐋 WHALE SELL: 55.95 ETH @ $2063.06
[18:32:19] 🐋 WHALE BUY: 61.97 ETH @ $2063.8
[18:32:24] 🐋 WHALE SELL: 69.77 ETH @ $2063.78
[18:32:29] 🐋 WHALE SELL: 66.36 ETH @ $2064.03
[18:32:40] 🐋 WHALE SELL: 65.89 ETH @ $2063.6
[18:33:39] 🐋 WHALE BUY: 66.31 ETH @ $2063.26
[18:34:16] 🐋 WHALE SELL: 124.69 ETH @ $2063.77
[18:34:32] 🐋 WHALE SELL: 55.93 ETH @ $2063.51
[18:34:53] 🐋 WHALE SELL: 53.64 ETH @ $2062.86
[18:34:53] 🐋 WHALE BUY: 98.72 ETH @ $2062.87
[18:35:30] 🐋 WHALE SELL: 221.38 ETH @ $2063.55
[18:35:36] 🐋 WHALE BUY: 118.67 ETH @ $2063.64
[18:36:45] 🐋 WHALE SELL: 75.61 ETH @ $2063.86
[18:36:56] 🐋 WHALE BUY: 54.87 ETH @ $2064.8
[18:37:17] 🐋 WHALE BUY: 100.00 ETH @ $2065.8
[18:37:22] 🐋 WHALE BUY: 75.50 ETH @ $2065.25
[18:37:27] 🐋 WHALE BUY: 280.90 ETH @ $2066.0
[18:37:27] 🐋 WHALE BUY: 323.05 ETH @ $2066.0
[18:37:27] 🐋 WHALE BUY: 264.62 ETH @ $2065.82
[18:37:33] 🐋 WHALE SELL: 57.43 ETH @ $2065.91
[18:37:43] 🐋 WHALE SELL: 99.63 ETH @ $2066.07
[18:39:19] 🐋 WHALE SELL: 97.20 ETH @ $2066.48
[18:39:19] 🐋 WHALE BUY: 67.46 ETH @ $2066.41
[18:40:13] 🐋 WHALE SELL: 79.20 ETH @ $2064.0
[18:40:29] 🐋 WHALE BUY: 62.72 ETH @ $2062.9
[18:40:56] 🐋 WHALE SELL: 107.64 ETH @ $2062.27
[18:41:06] 🐋 WHALE SELL: 50.02 ETH @ $2061.34
[18:41:06] 🐋 WHALE SELL: 100.00 ETH @ $2061.34
[18:41:06] 🐋 WHALE BUY: 60.00 ETH @ $2061.35
[18:41:11] 🐋 WHALE SELL: 100.79 ETH @ $2061.1
[18:41:11] 🐋 WHALE SELL: 57.09 ETH @ $2061.01
[18:41:33] 🐋 WHALE SELL: 65.95 ETH @ $2063.49
